Token,Symbol,Name,exch_seg
71249,MIDCPNIFTY26AUG2410875PE,MIDCPNIFTY,NFO
37545,NIFTYNXT5027SEP2472800PE,NIFTYNXT50,NFO
37794,NIFTY26JUN2523000PE,NIFTY,NFO
116604,JINDALSTEL29AUG24960CE,JINDALSTEL,NFO
121074,HDFCAMC26SEP244800PE,HDFCAMC,NFO
133228,PIIND29AUG244400CE,PIIND,NFO
55147,FINNIFTY27AUG2420700PE,FINNIFTY,NFO
149254,NAVINFLUOR29AUG243850PE,NAVINFLUOR,NFO
154539,TORNTPHARM29AUG242580CE,TORNTPHARM,NFO
127287,INDHOTEL26SEP24620CE,INDHOTEL,NFO
61318,BALKRISIND25JUL243240CE,BALKRISIND,NFO
104805,GUJGASLTD25JUL24670CE,GUJGASLTD,NFO
100541,DRREDDY29AUG247300CE,DRREDDY,NFO
115287,IPCALAB29AUG241280CE,IPCALAB,NFO
85118,AXISBANK29AUG241220PE,AXISBANK,NFO
51031,CHAMBLFERT29AUG24580CE,CHAMBLFERT,NFO
137466,SIEMENS25JUL247850CE,SIEMENS,NFO
42113,MGL25JUL242020CE,MGL,NFO
45474,FINNIFTY23JUL2420100PE,FINNIFTY,NFO
83315,ASTRAL29AUG242360CE,ASTRAL,NFO
44275,FINNIFTY13AUG2422750CE,FINNIFTY,NFO
50621,BANKNIFTY31JUL2451900CE,BANKNIFTY,NFO
127167,MOTHERSON25JUL24183PE,MOTHERSON,NFO
46952,NIFTYNXT5030AUG2466500CE,NIFTYNXT50,NFO
120274,LTF29AUG24180PE,LTF,NFO
48732,BANKNIFTY24JUL2451600PE,BANKNIFTY,NFO
112481,IDFC25JUL24129PE,IDFC,NFO
105288,GODREJPROP25JUL242820PE,GODREJPROP,NFO
56717,NIFTY29AUG2422400PE,NIFTY,NFO
94505,CONCOR25JUL241150CE,CONCOR,NFO
56653,NIFTY29AUG2420800PE,NIFTY,NFO
109711,HDFCLIFE25JUL24675PE,HDFCLIFE,NFO
110501,HINDALCO29AUG24700PE,HINDALCO,NFO
143295,SRF25JUL242680PE,SRF,NFO
151820,RELIANCE26SEP243680PE,RELIANCE,NFO
152355,SHREECEM29AUG2428250CE,SHREECEM,NFO
40348,BANKNIFTY25SEP2449800CE,BANKNIFTY,NFO
86200,BALKRISIND25JUL243100CE,BALKRISIND,NFO
127580,INDIAMART29AUG242940PE,INDIAMART,NFO
148969,ZYDUSLIFE29AUG241240CE,ZYDUSLIFE,NFO
101450,GMRINFRA25JUL2492CE,GMRINFRA,NFO
91871,CANFINHOME25JUL24910CE,CANFINHOME,NFO
67401,ABCAPITAL25JUL24205CE,ABCAPITAL,NFO
103649,BSOFT29AUG24770PE,BSOFT,NFO
56222,MPHASIS29AUG242200CE,MPHASIS,NFO
149694,NTPC26SEP24370PE,NTPC,NFO
98758,BAJFINANCE26SEP246800CE,BAJFINANCE,NFO
145703,TVSMOTOR25JUL242320PE,TVSMOTOR,NFO
123892,MARUTI25JUL2411700CE,MARUTI,NFO
137732,LTTS26SEP244200PE,LTTS,NFO
94485,CONCOR25JUL241110CE,CONCOR,NFO
117328,JSWSTEEL29AUG24860CE,JSWSTEEL,NFO
65659,NIFTY25JUL2425700CE,NIFTY,NFO
77381,BHARTIARTL25JUL241400CE,BHARTIARTL,NFO
114679,INDUSTOWER29AUG24400CE,INDUSTOWER,NFO
53787,NIFTY26SEP2424200CE,NIFTY,NFO
111351,ICICIPRULI25JUL24700PE,ICICIPRULI,NFO
138030,SRF25JUL242460CE,SRF,NFO
150112,ONGC26SEP24280PE,ONGC,NFO
146310,MRF26SEP24138000CE,MRF,NFO
129811,NESTLEIND25JUL242900CE,NESTLEIND,NFO
136598,NTPC25JUL24310PE,NTPC,NFO
141148,TATACOMM29AUG241800PE,TATACOMM,NFO
90072,ABB26SEP249600CE,ABB,NFO
35122,BAJFINANCE26SEP24FUT,BAJFINANCE,NFO
135757,LAURUSLABS29AUG24405PE,LAURUSLABS,NFO
148407,UPL29AUG24500CE,UPL,NFO
155066,UBL26SEP241840PE,UBL,NFO
43106,FINNIFTY30JUL2421000PE,FINNIFTY,NFO
71625,MIDCPNIFTY15JUL2412825PE,MIDCPNIFTY,NFO
153390,TATACOMM26SEP241600PE,TATACOMM,NFO
66439,AARTIIND25JUL24820CE,AARTIIND,NFO
50402,BANKNIFTY07AUG2454900CE,BANKNIFTY,NFO
86512,MIDCPNIFTY30SEP2411700CE,MIDCPNIFTY,NFO
35651,CHAMBLFERT25JUL24FUT,CHAMBLFERT,NFO
44826,FINNIFTY13AUG2424050PE,FINNIFTY,NFO
127974,INDIAMART26SEP243040CE,INDIAMART,NFO
46682,POLYCAB25JUL247300CE,POLYCAB,NFO
87565,BATAINDIA29AUG241300PE,BATAINDIA,NFO
110670,DEEPAKNTR29AUG242980CE,DEEPAKNTR,NFO
108839,CUMMINSIND29AUG244450CE,CUMMINSIND,NFO
64940,NIFTY25JUL2422200PE,NIFTY,NFO
136703,LT26SEP243300PE,LT,NFO
137017,LTF26SEP24180PE,LTF,NFO
125063,METROPOLIS25JUL241700CE,METROPOLIS,NFO
119756,GRASIM26SEP243040PE,GRASIM,NFO
84566,AUBANK29AUG24730PE,AUBANK,NFO
127554,INDIAMART29AUG242420PE,INDIAMART,NFO
138590,PEL25JUL241020PE,PEL,NFO
147393,TITAN25JUL243300CE,TITAN,NFO
127813,INDIAMART26SEP242320CE,INDIAMART,NFO
139837,MARICO29AUG24615CE,MARICO,NFO
107214,HAL25JUL244850PE,HAL,NFO
95486,CROMPTON29AUG24425PE,CROMPTON,NFO
137609,ONGC25JUL24335PE,ONGC,NFO
97407,DRREDDY25JUL245600CE,DRREDDY,NFO
82880,ASTRAL25JUL242220PE,ASTRAL,NFO
89072,BHARTIARTL29AUG241340PE,BHARTIARTL,NFO
130885,OBEROIRLTY29AUG241960PE,OBEROIRLTY,NFO
36709,081NSETEST27NOV36FUT,081NSETEST,NFO
45840,GRASIM25JUL243160CE,GRASIM,NFO
107035,GUJGASLTD29AUG24690PE,GUJGASLTD,NFO
95036,COROMANDEL25JUL241450PE,COROMANDEL,NFO
123096,M&MFIN29AUG24280PE,M&MFIN,NFO
132477,PFC29AUG24440PE,PFC,NFO
142061,RELIANCE25JUL243400PE,RELIANCE,NFO
122233,HDFCLIFE26SEP24740PE,HDFCLIFE,NFO
97570,DABUR29AUG24590PE,DABUR,NFO
128111,MRF29AUG24129000CE,MRF,NFO
45183,ASHOKLEY25JUL24245PE,ASHOKLEY,NFO
98236,BAJAJFINSV29AUG241420CE,BAJAJFINSV,NFO
108239,CUB29AUG24182.5PE,CUB,NFO
140964,RAMCOCEM25JUL24940CE,RAMCOCEM,NFO
152360,SHREECEM29AUG2429250PE,SHREECEM,NFO
76728,BHARATFORG25JUL241440CE,BHARATFORG,NFO
136152,SBIN25JUL24755PE,SBIN,NFO
110015,ICICIBANK25JUL241340CE,ICICIBANK,NFO
151481,RBLBANK29AUG24245CE,RBLBANK,NFO
102785,BPCL26SEP24400PE,BPCL,NFO
45706,ESCORTS25JUL244200CE,ESCORTS,NFO
147330,TECHM29AUG241640PE,TECHM,NFO
120046,HAL26SEP246200PE,HAL,NFO
47607,NIFTYNXT5030AUG2478000PE,NIFTYNXT50,NFO
99569,BALRAMCHIN26SEP24400CE,BALRAMCHIN,NFO
115704,IRCTC29AUG24880CE,IRCTC,NFO
89498,BIOCON29AUG24350CE,BIOCON,NFO
50344,BANKNIFTY31JUL2445400PE,BANKNIFTY,NFO
142982,SHRIRAMFIN25JUL242840CE,SHRIRAMFIN,NFO
81743,APOLLOTYRE29AUG24520CE,APOLLOTYRE,NFO
150457,PERSISTENT29AUG244450CE,PERSISTENT,NFO
153054,SUNTV29AUG24830PE,SUNTV,NFO
143877,TATACHEM25JUL241240PE,TATACHEM,NFO
144502,TATAPOWER25JUL24520CE,TATAPOWER,NFO
133788,POWERGRID29AUG24335CE,POWERGRID,NFO
108975,HDFCBANK25JUL241650CE,HDFCBANK,NFO
89493,BIOCON29AUG24320PE,BIOCON,NFO
36772,NIFTY18JUL2424100CE,NIFTY,NFO
125476,METROPOLIS29AUG242240CE,METROPOLIS,NFO
154339,TITAN29AUG243460CE,TITAN,NFO
101492,BHARATFORG26SEP241920CE,BHARATFORG,NFO
71628,MIDCPNIFTY15JUL2412875CE,MIDCPNIFTY,NFO
131006,OFSS25JUL248900PE,OFSS,NFO
143131,SIEMENS25JUL246500PE,SIEMENS,NFO
154424,TITAN26SEP243000PE,TITAN,NFO
145000,TECHM25JUL241320CE,TECHM,NFO
77506,BHEL25JUL24240PE,BHEL,NFO
149690,NTPC26SEP24350PE,NTPC,NFO
113028,IEX25JUL24147.5CE,IEX,NFO
92749,DABUR25JUL24550PE,DABUR,NFO
54215,PETRONET29AUG24375PE,PETRONET,NFO
55657,FINNIFTY27AUG2425600PE,FINNIFTY,NFO
41020,NIFTY26DEC2418500CE,NIFTY,NFO
78343,BOSCHLTD25JUL2433500PE,BOSCHLTD,NFO
90331,BPCL29AUG24320CE,BPCL,NFO
134216,RAMCOCEM29AUG24820PE,RAMCOCEM,NFO
105906,GRANULES29AUG24600PE,GRANULES,NFO
39867,BANKNIFTY16JUL2458500CE,BANKNIFTY,NFO
136057,LICHSGFIN29AUG24850PE,LICHSGFIN,NFO
82600,ASIANPAINT29AUG243000PE,ASIANPAINT,NFO
116884,JKCEMENT25JUL244650CE,JKCEMENT,NFO
69964,ASHOKLEY25JUL24195CE,ASHOKLEY,NFO
45141,NIFTY26SEP2422450CE,NIFTY,NFO
37710,TECHM26SEP24FUT,TECHM,NFO
113901,INDIAMART25JUL242900CE,INDIAMART,NFO
44100,MIDCPNIFTY22JUL2412175CE,MIDCPNIFTY,NFO
151914,SAIL26SEP24145PE,SAIL,NFO
145163,TITAN25JUL242880PE,TITAN,NFO
47180,NIFTY26SEP2422750PE,NIFTY,NFO
71503,NIFTY31DEC2625000CE,NIFTY,NFO
86712,BALRAMCHIN29AUG24400CE,BALRAMCHIN,NFO
44681,ABB25JUL248900CE,ABB,NFO
42160,BANKNIFTY07AUG2450100PE,BANKNIFTY,NFO
47067,FINNIFTY23JUL2420600PE,FINNIFTY,NFO
71430,MIDCPNIFTY15JUL2411800PE,MIDCPNIFTY,NFO
55643,FINNIFTY27AUG2424900PE,FINNIFTY,NFO
83891,COLPAL25JUL242760CE,COLPAL,NFO
141806,MGL29AUG241900CE,MGL,NFO
71304,MIDCPNIFTY26AUG2411375PE,MIDCPNIFTY,NFO
97589,DABUR29AUG24670PE,DABUR,NFO
139576,MANAPPURAM26SEP24205PE,MANAPPURAM,NFO
139242,PIDILITIND25JUL242800PE,PIDILITIND,NFO
110108,HEROMOTOCO25JUL245650CE,HEROMOTOCO,NFO
113105,IEX29AUG24190PE,IEX,NFO
128190,MUTHOOTFIN25JUL241580PE,MUTHOOTFIN,NFO
103841,BSOFT26SEP24780PE,BSOFT,NFO
142682,SBIN25JUL241000CE,SBIN,NFO
139861,MARICO29AUG24705CE,MARICO,NFO
139074,PFC25JUL24430PE,PFC,NFO
144208,TATACONSUM25JUL241260CE,TATACONSUM,NFO
40866,NIFTY01AUG2422900CE,NIFTY,NFO
116298,FEDERALBNK25JUL24187.5PE,FEDERALBNK,NFO
114322,IGL25JUL24600PE,IGL,NFO
94348,APOLLOTYRE26SEP24510CE,APOLLOTYRE,NFO
87487,BATAINDIA25JUL241510PE,BATAINDIA,NFO
150716,PIDILITIND29AUG243060PE,PIDILITIND,NFO
70514,ASTRAL25JUL242200CE,ASTRAL,NFO
47936,FINNIFTY16JUL2421550PE,FINNIFTY,NFO
36573,NIFTY18JUL2422350PE,NIFTY,NFO
122341,HINDALCO26SEP24560PE,HINDALCO,NFO
43107,FINNIFTY30JUL2421100CE,FINNIFTY,NFO
121136,HDFCBANK29AUG241690PE,HDFCBANK,NFO
147379,TITAN25JUL243020CE,TITAN,NFO
152284,SBIN26SEP24900PE,SBIN,NFO
68628,IEX25JUL24207.5PE,IEX,NFO
48814,BANKNIFTY24JUL2453800PE,BANKNIFTY,NFO
74077,MIDCPNIFTY30SEP2411000PE,MIDCPNIFTY,NFO
79193,BRITANNIA25JUL245300PE,BRITANNIA,NFO
126404,LUPIN25JUL241920PE,LUPIN,NFO
104997,HAL25JUL244700CE,HAL,NFO
74821,FEDERALBNK29AUG24210PE,FEDERALBNK,NFO
113210,IGL25JUL24475PE,IGL,NFO
88399,BHARATFORG25JUL241750CE,BHARATFORG,NFO
145535,TRENT25JUL243900PE,TRENT,NFO
142641,SBIN25JUL24790PE,SBIN,NFO
150724,PIDILITIND29AUG243220PE,PIDILITIND,NFO
123706,MARICO29AUG24720CE,MARICO,NFO
44184,FINNIFTY13AUG2422400PE,FINNIFTY,NFO
127144,MANAPPURAM25JUL24220CE,MANAPPURAM,NFO
87911,BEL29AUG24325PE,BEL,NFO
47448,NIFTYNXT5030AUG2474300CE,NIFTYNXT50,NFO
103348,GMRINFRA25JUL2481PE,GMRINFRA,NFO
133486,JUBLFOOD29AUG24595PE,JUBLFOOD,NFO
130007,NESTLEIND29AUG242800PE,NESTLEIND,NFO
94347,APOLLOTYRE26SEP24500PE,APOLLOTYRE,NFO
102775,BPCL26SEP24320PE,BPCL,NFO
135898,NESTLEIND25JUL243000CE,NESTLEIND,NFO
65912,NIFTY26SEP2425000PE,NIFTY,NFO
109744,ICICIBANK25JUL241080CE,ICICIBANK,NFO
120395,ITC25JUL24380PE,ITC,NFO
36990,BANKNIFTY16JUL2452200CE,BANKNIFTY,NFO
95477,CROMPTON29AUG24405CE,CROMPTON,NFO
79751,ADANIENT29AUG243000CE,ADANIENT,NFO
153469,TATACONSUM29AUG241050CE,TATACONSUM,NFO
75028,NIFTY29AUG2425850CE,NIFTY,NFO
40922,NIFTY01AUG2423700PE,NIFTY,NFO
152794,SRF29AUG242580PE,SRF,NFO
139092,PFC25JUL24520PE,PFC,NFO
106273,GRASIM29AUG242560PE,GRASIM,NFO
36594,NIFTY18JUL2422650CE,NIFTY,NFO
132594,PIDILITIND25JUL242780PE,PIDILITIND,NFO
128365,NATIONALUM25JUL24172.5PE,NATIONALUM,NFO
143509,SUNPHARMA25JUL241640PE,SUNPHARMA,NFO
114903,INFY29AUG241360CE,INFY,NFO
112625,IDFC29AUG24140CE,IDFC,NFO
139922,MARICO26SEP24540PE,MARICO,NFO
140198,POLYCAB25JUL246400CE,POLYCAB,NFO
67068,BANKNIFTY24DEC2449500PE,BANKNIFTY,NFO
111881,ICICIGI25JUL241620PE,ICICIGI,NFO
147506,TITAN29AUG243520PE,TITAN,NFO
82076,ASHOKLEY29AUG24250CE,ASHOKLEY,NFO
38318,NIFTY08AUG2423200CE,NIFTY,NFO
154349,TITAN29AUG243660CE,TITAN,NFO
61791,NIFTYNXT5026JUL2476000CE,NIFTYNXT50,NFO
63808,SBICARD25JUL24FUT,SBICARD,NFO
48004,FINNIFTY16JUL2422600CE,FINNIFTY,NFO
110731,HINDPETRO25JUL24340CE,HINDPETRO,NFO
123443,ICICIBANK29AUG241110PE,ICICIBANK,NFO
145979,ULTRACEMCO25JUL2410200PE,ULTRACEMCO,NFO
42881,BANKNIFTY28AUG2445600PE,BANKNIFTY,NFO
151617,RECLTD26SEP24660CE,RECLTD,NFO
100961,EICHERMOT29AUG245100CE,EICHERMOT,NFO
141223,METROPOLIS29AUG241860CE,METROPOLIS,NFO
124561,UNITDSPR29AUG241360CE,UNITDSPR,NFO
89155,BHARTIARTL29AUG241520PE,BHARTIARTL,NFO
116919,GAIL26SEP24180PE,GAIL,NFO
46648,PFC25JUL24590PE,PFC,NFO
122042,HDFCLIFE26SEP24480CE,HDFCLIFE,NFO
95659,ASTRAL29AUG242140PE,ASTRAL,NFO
138325,M&M25JUL242850CE,M&M,NFO
112686,IDFCFIRSTB25JUL2473PE,IDFCFIRSTB,NFO
84441,AUBANK29AUG24580PE,AUBANK,NFO
107100,CONCOR26SEP241000CE,CONCOR,NFO
83247,ASTRAL29AUG242240CE,ASTRAL,NFO
132409,PFC25JUL24415CE,PFC,NFO
102457,BOSCHLTD26SEP2436000CE,BOSCHLTD,NFO
110436,HINDALCO29AUG24650CE,HINDALCO,NFO
115949,ITC25JUL24392.5PE,ITC,NFO
117424,JUBLFOOD25JUL24625CE,JUBLFOOD,NFO
133368,MRF25JUL24138000PE,MRF,NFO
84444,AUBANK29AUG24600CE,AUBANK,NFO
142274,SBICARD25JUL24600CE,SBICARD,NFO
61226,NIFTYNXT5026JUL2464000PE,NIFTYNXT50,NFO
151379,RAMCOCEM29AUG24950CE,RAMCOCEM,NFO
124055,MARUTI29AUG2412800CE,MARUTI,NFO
148284,ULTRACEMCO29AUG2412200PE,ULTRACEMCO,NFO
125310,LT25JUL243320PE,LT,NFO
45308,FINNIFTY13AUG2425700PE,FINNIFTY,NFO
118005,GNFC29AUG24710CE,GNFC,NFO
107339,HAL29AUG245200PE,HAL,NFO
143012,MOTHERSON29AUG24215PE,MOTHERSON,NFO
92143,ADANIPORTS29AUG241620CE,ADANIPORTS,NFO
136170,SBIN25JUL24815PE,SBIN,NFO
155252,ULTRACEMCO26SEP2411000PE,ULTRACEMCO,NFO
80338,ALKEM29AUG245100PE,ALKEM,NFO
153989,TATASTEEL29AUG24175CE,TATASTEEL,NFO
150183,PAGEIND26SEP2443000CE,PAGEIND,NFO
121215,LTTS25JUL245050CE,LTTS,NFO
151054,PNB26SEP24110PE,PNB,NFO
61127,NIFTYNXT5026JUL2461800CE,NIFTYNXT50,NFO
118505,GODREJPROP25JUL243650PE,GODREJPROP,NFO
139062,PFC25JUL24370PE,PFC,NFO
133826,JUBLFOOD26SEP24510CE,JUBLFOOD,NFO
109153,DABUR29AUG24595PE,DABUR,NFO
106669,COLPAL29AUG243060PE,COLPAL,NFO
131576,ITC26SEP24380PE,ITC,NFO
55599,FINNIFTY27AUG2422700PE,FINNIFTY,NFO
36677,NIFTY18JUL2423500CE,NIFTY,NFO
83665,ATUL25JUL246650CE,ATUL,NFO
75126,BANDHANBNK25JUL24225CE,BANDHANBNK,NFO
39781,NIFTY14AUG2425800CE,NIFTY,NFO
75789,DIVISLAB25JUL245300PE,DIVISLAB,NFO
125565,IDFCFIRSTB29AUG2481PE,IDFCFIRSTB,NFO
71567,AUBANK25JUL24710CE,AUBANK,NFO
44476,HINDPETRO29AUG24340PE,HINDPETRO,NFO
116064,ITC25JUL24417.5PE,ITC,NFO
136338,SBIN29AUG24700PE,SBIN,NFO
48266,FINNIFTY16JUL2424850PE,FINNIFTY,NFO
94866,ASHOKLEY26SEP24265PE,ASHOKLEY,NFO
82428,COALINDIA25JUL24360PE,COALINDIA,NFO
124995,IDEA26SEP2416CE,IDEA,NFO
151014,PNB29AUG24107.5PE,PNB,NFO
118456,LALPATHLAB25JUL242700PE,LALPATHLAB,NFO
135935,SBILIFE29AUG241520PE,SBILIFE,NFO
152986,SUNPHARMA26SEP241840PE,SUNPHARMA,NFO
72861,BAJAJ-AUTO25JUL2410600CE,BAJAJ-AUTO,NFO
91573,ACC26SEP242480CE,ACC,NFO
93940,APOLLOHOSP26SEP245700CE,APOLLOHOSP,NFO
48244,FINNIFTY06AUG2423350CE,FINNIFTY,NFO
141566,METROPOLIS26SEP242240CE,METROPOLIS,NFO
141809,MGL29AUG241960PE,MGL,NFO
114016,INDIAMART29AUG242680PE,INDIAMART,NFO
37038,BANKNIFTY16JUL2452900CE,BANKNIFTY,NFO
116713,JINDALSTEL29AUG241080PE,JINDALSTEL,NFO
128121,MRF29AUG24134000CE,MRF,NFO
135382,SBICARD29AUG24830PE,SBICARD,NFO
80577,CANFINHOME25JUL24820PE,CANFINHOME,NFO
120823,HCLTECH26SEP241440CE,HCLTECH,NFO
103995,GNFC29AUG24600PE,GNFC,NFO
148664,VOLTAS29AUG241640PE,VOLTAS,NFO
143845,TATACHEM25JUL24920PE,TATACHEM,NFO
128697,MARUTI25JUL2410600PE,MARUTI,NFO
48673,BANKNIFTY24JUL2449700CE,BANKNIFTY,NFO
84914,AXISBANK25JUL241150CE,AXISBANK,NFO
134195,RAMCOCEM29AUG24680CE,RAMCOCEM,NFO
77675,BIOCON25JUL24350PE,BIOCON,NFO
154817,TVSMOTOR29AUG242700CE,TVSMOTOR,NFO
84048,ATUL29AUG246600PE,ATUL,NFO
105318,CIPLA29AUG241340PE,CIPLA,NFO
140726,PVRINOX25JUL241240CE,PVRINOX,NFO
142323,SBICARD25JUL24840PE,SBICARD,NFO
40638,BANKNIFTY25SEP2455000CE,BANKNIFTY,NFO
135015,SBICARD25JUL24765CE,SBICARD,NFO
49835,FINNIFTY24SEP2422000CE,FINNIFTY,NFO
35540,GODREJPROP26SEP24FUT,GODREJPROP,NFO
88650,BHARATFORG29AUG241740CE,BHARATFORG,NFO
83646,COLPAL25JUL242400PE,COLPAL,NFO
125978,LTIM25JUL244000PE,LTIM,NFO
150035,OFSS26SEP248800CE,OFSS,NFO
53243,MIDCPNIFTY12AUG2412925CE,MIDCPNIFTY,NFO
73432,MIDCPNIFTY30SEP2410900CE,MIDCPNIFTY,NFO
48854,BANKNIFTY24JUL2455400PE,BANKNIFTY,NFO
85096,AXISBANK29AUG241100PE,AXISBANK,NFO
138693,PERSISTENT25JUL243200CE,PERSISTENT,NFO
121585,HDFCBANK26SEP241660PE,HDFCBANK,NFO
47370,NIFTYNXT5030AUG2472000CE,NIFTYNXT50,NFO
138177,LUPIN26SEP241480PE,LUPIN,NFO
36571,NIFTY18JUL2422300PE,NIFTY,NFO
150379,PERSISTENT25JUL244150CE,PERSISTENT,NFO
61120,NIFTYNXT5026JUL2461400PE,NIFTYNXT50,NFO
48900,BANKNIFTY24JUL2457000PE,BANKNIFTY,NFO
36837,BANKNIFTY16JUL2451000PE,BANKNIFTY,NFO
41162,NIFTY01AUG2426050CE,NIFTY,NFO
104309,GRASIM25JUL242800PE,GRASIM,NFO
85485,BAJAJFINSV29AUG241320PE,BAJAJFINSV,NFO
147603,TORNTPHARM25JUL242860CE,TORNTPHARM,NFO
64687,NIFTY25JUL2421350CE,NIFTY,NFO
107971,CUB25JUL24162.5PE,CUB,NFO
69818,APOLLOTYRE25JUL24590PE,APOLLOTYRE,NFO
139635,SUNPHARMA29AUG241680PE,SUNPHARMA,NFO
139609,SUNPHARMA29AUG241460PE,SUNPHARMA,NFO
137596,ONGC25JUL24305CE,ONGC,NFO
127862,MRF25JUL24132500PE,MRF,NFO
56748,NIFTY29AUG2423200CE,NIFTY,NFO
112474,IDFC25JUL24123CE,IDFC,NFO
124058,MARUTI29AUG2413000PE,MARUTI,NFO
98984,BALKRISIND25JUL243250PE,BALKRISIND,NFO
152799,SRF29AUG242700CE,SRF,NFO
127864,MRF25JUL24133500PE,MRF,NFO
79165,CANBK25JUL24140CE,CANBK,NFO
35496,BPCL25JUL24FUT,BPCL,NFO
133752,POWERGRID29AUG24280CE,POWERGRID,NFO
109848,DALBHARAT29AUG241700CE,DALBHARAT,NFO
71259,MIDCPNIFTY26AUG2411000PE,MIDCPNIFTY,NFO
120048,HAL26SEP246400PE,HAL,NFO
68133,ADANIENT25JUL242900CE,ADANIENT,NFO
40926,NIFTY01AUG2423800PE,NIFTY,NFO
147496,TITAN29AUG243320PE,TITAN,NFO
107967,CUB25JUL24152.5PE,CUB,NFO
104233,CANBK29AUG24112.5CE,CANBK,NFO
115923,INDIAMART25JUL242280PE,INDIAMART,NFO
131545,PAGEIND29AUG2437500CE,PAGEIND,NFO
134528,NATIONALUM25JUL24180PE,NATIONALUM,NFO
148726,WIPRO25JUL24435PE,WIPRO,NFO
48206,BANKNIFTY28AUG2454500PE,BANKNIFTY,NFO
124868,MCX25JUL243750CE,MCX,NFO
69473,APOLLOHOSP25JUL246300PE,APOLLOHOSP,NFO
76744,MGL25JUL242080PE,MGL,NFO
95273,ASIANPAINT26SEP242560PE,ASIANPAINT,NFO
117053,INDUSTOWER25JUL24300CE,INDUSTOWER,NFO
71489,MIDCPNIFTY15JUL2412125PE,MIDCPNIFTY,NFO
134325,RBLBANK29AUG24280CE,RBLBANK,NFO
127130,MANAPPURAM25JUL24195CE,MANAPPURAM,NFO
150861,PIDILITIND26SEP243680CE,PIDILITIND,NFO
127154,IGL26SEP24470PE,IGL,NFO
152621,SHRIRAMFIN26SEP243000CE,SHRIRAMFIN,NFO
42868,BANKNIFTY28AUG2445400CE,BANKNIFTY,NFO
79862,BSOFT25JUL24780PE,BSOFT,NFO
137817,SIEMENS29AUG247700PE,SIEMENS,NFO
47359,NIFTYNXT5030AUG2471500PE,NIFTYNXT50,NFO
44539,BANKNIFTY24JUL2446500PE,BANKNIFTY,NFO
150511,PERSISTENT26SEP243600CE,PERSISTENT,NFO
48321,FINNIFTY06AUG2423700PE,FINNIFTY,NFO
112612,IDFC29AUG24128CE,IDFC,NFO
107831,HINDALCO25JUL24730PE,HINDALCO,NFO
49900,GUJGASLTD25JUL24FUT,GUJGASLTD,NFO
90970,ABCAPITAL26SEP24230CE,ABCAPITAL,NFO
119153,GRANULES26SEP24440PE,GRANULES,NFO
134942,NAUKRI25JUL245600CE,NAUKRI,NFO
53196,MIDCPNIFTY12AUG2412425PE,MIDCPNIFTY,NFO
47500,NIFTYNXT5030AUG2475700CE,NIFTYNXT50,NFO
39479,NIFTY14AUG2423150PE,NIFTY,NFO
50367,BANKNIFTY31JUL2446200CE,BANKNIFTY,NFO
73131,BAJAJFINSV25JUL241480PE,BAJAJFINSV,NFO
132033,PERSISTENT25JUL243300PE,PERSISTENT,NFO
146797,TATAPOWER29AUG24440CE,TATAPOWER,NFO
95374,CROMPTON25JUL24432.5PE,CROMPTON,NFO
66914,ABB25JUL247700CE,ABB,NFO
41072,NIFTY01AUG2425100CE,NIFTY,NFO
71511,MIDCPNIFTY15JUL2412275PE,MIDCPNIFTY,NFO
135569,NAVINFLUOR25JUL243320PE,NAVINFLUOR,NFO
37445,NIFTYNXT5027SEP2472100PE,NIFTYNXT50,NFO
63806,RELIANCE25JUL24FUT,RELIANCE,NFO
140748,PVRINOX25JUL241680CE,PVRINOX,NFO
36963,BANKNIFTY16JUL2451900CE,BANKNIFTY,NFO
115324,EICHERMOT26SEP245100CE,EICHERMOT,NFO
76749,BHARATFORG25JUL241440PE,BHARATFORG,NFO
53211,LICHSGFIN29AUG24920PE,LICHSGFIN,NFO
137005,SHRIRAMFIN25JUL242300PE,SHRIRAMFIN,NFO
102453,BOSCHLTD26SEP2434000CE,BOSCHLTD,NFO
151307,PVRINOX26SEP241560CE,PVRINOX,NFO
96845,AUROPHARMA26SEP241160PE,AUROPHARMA,NFO
131810,PEL25JUL24890PE,PEL,NFO
123620,KOTAKBANK25JUL242080PE,KOTAKBANK,NFO
132902,JSWSTEEL29AUG24950CE,JSWSTEEL,NFO
116375,ITC29AUG24465PE,ITC,NFO
85371,BAJAJ-AUTO29AUG2410000PE,BAJAJ-AUTO,NFO
147125,TCS29AUG244100CE,TCS,NFO
61592,NIFTYNXT5026JUL2469600PE,NIFTYNXT50,NFO
127116,IGL26SEP24420PE,IGL,NFO
152366,SHREECEM29AUG2430750PE,SHREECEM,NFO
91997,CANFINHOME29AUG24920PE,CANFINHOME,NFO
122168,M&M29AUG242600CE,M&M,NFO
142439,SBILIFE25JUL241320PE,SBILIFE,NFO
85527,BAJAJFINSV29AUG241800PE,BAJAJFINSV,NFO
93883,COLPAL29AUG242480PE,COLPAL,NFO
119733,GRASIM26SEP242600CE,GRASIM,NFO
117347,JSWSTEEL29AUG241040PE,JSWSTEEL,NFO
63809,SBILIFE25JUL24FUT,SBILIFE,NFO
56734,NIFTY29AUG2422850CE,NIFTY,NFO
131523,PAGEIND29AUG2432000CE,PAGEIND,NFO
56494,NMDC29AUG24FUT,NMDC,NFO
